person_id,home_geography_id,destination_geography_id,age_years,sex,employed,income_monthly_inr,permitted_modes,purpose,initial_mode,departure_s,activity_duration_s,source
baseline_807,27:518:99999:802794:1249:000000,27:518:99999:802794:1249:000000,10,male,False,17733.08807257368,"walk,pt,bike",education,bike,28077.806233952848,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_808,27:517:04166:552651:0000:000000,27:517:04166:552643:0000:000000,37,female,False,37335.781944248956,"walk,pt,taxi,auto_rickshaw",other,walk,36783.294832144675,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_809,27:518:99999:802794:1255:000000,27:518:99999:802794:2080:000000,37,female,False,43168.20875726391,"walk,pt,bike,taxi,auto_rickshaw",other,taxi,42740.78566205438,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_810,27:518:99999:802794:1978:000000,27:518:99999:802794:1978:000000,1,female,False,40243.722487253246,"walk,pt",home_only,,0,0,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_811,27:518:99999:802794:2179:000000,27:518:99999:802794:1564:000000,25,male,True,64112.61303154415,"walk,pt,car,taxi,ride,auto_rickshaw",work,ride,35720.99073979446,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_812,27:518:99999:802794:1978:000000,27:518:99999:802794:1978:000000,2,female,False,22341.97570686678,"walk,pt",home_only,,0,0,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_813,27:518:99999:802794:1045:000000,27:519:99999:802794:0838:000000,50,male,False,21602.55932216001,"walk,pt,bike,taxi,auto_rickshaw",other,auto_rickshaw,42738.230010395026,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_814,27:518:99999:802794:1045:000000,27:518:99999:802794:1352:000000,62,male,True,26906.357731959884,"walk,pt,motorbike,taxi,auto_rickshaw",work,pt,30663.733013638648,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_815,27:520:04185:555124:0000:000000,27:520:04185:555117:0000:000000,90,male,False,20703.44636324488,"walk,pt,taxi,auto_rickshaw",other,pt,42237.8647127154,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_816,27:519:99999:802794:0732:000000,27:519:99999:802794:0732:000000,34,female,False,42430.950334387075,"walk,pt,taxi,auto_rickshaw",other,walk,40573.62919803591,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_817,27:518:99999:802794:1048:000000,27:519:99999:802794:0732:000000,29,female,False,42467.27639961621,"walk,pt,taxi,auto_rickshaw",other,walk,36283.05182814421,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_818,27:518:99999:802794:1460:000000,27:518:99999:802794:1353:000000,64,male,False,19793.904495003957,"walk,pt,taxi,auto_rickshaw",other,taxi,42500.766424971574,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_819,27:518:99999:802794:1870:000000,27:518:99999:802794:1874:000000,26,male,False,63288.34123376498,"walk,pt,taxi,auto_rickshaw",other,taxi,42599.314731796076,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_820,27:519:99999:802794:0416:000000,27:519:99999:802794:0933:000000,21,male,True,18042.469812123236,"walk,pt,taxi,auto_rickshaw",work,taxi,34195.76980900815,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_821,27:518:99999:802794:1978:000000,27:519:99999:802794:0732:000000,29,male,True,5119.389106870152,"walk,pt,motorbike,taxi,auto_rickshaw",work,taxi,34483.93380299887,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_822,27:518:99999:802794:2179:000000,27:518:99999:802794:1978:000000,10,male,False,148607.68363055243,"walk,pt",education,pt,30722.18831280045,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_823,27:518:99999:802794:2487:000000,27:518:99999:802794:2487:000000,37,female,False,63063.66190495996,"walk,pt,bike,taxi,auto_rickshaw",other,bike,39489.10288773857,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_824,27:518:99999:802794:1562:000000,27:518:99999:802794:1978:000000,52,male,False,13571.506042919887,"walk,pt,taxi,auto_rickshaw",other,pt,42705.76420594498,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_825,27:518:99999:802794:2179:000000,27:519:99999:802794:0523:000000,21,male,True,25912.862829302063,"walk,pt,car,taxi,ride,auto_rickshaw",work,car,34515.95513308692,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_826,27:518:99999:802794:2080:000000,27:518:99999:802794:2080:000000,5,male,False,98253.28222319904,"walk,pt,ride",home_only,,0,0,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_827,27:520:04173:553470:0000:000000,27:520:04175:553818:0001:000000,13,female,False,40499.281016109046,"walk,pt",education,pt,28045.999507808076,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_828,27:518:99999:802794:1667:000000,27:518:99999:802794:1564:000000,49,male,False,72507.402355273,"walk,pt,taxi,auto_rickshaw",other,auto_rickshaw,40600.570373113085,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_829,27:518:99999:802794:1773:000000,27:517:04163:552262:0000:000000,34,male,True,47176.650496309805,"walk,pt,taxi,auto_rickshaw",work,taxi,29394.012032241408,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_830,27:517:04166:552646:0000:000000,27:517:04166:552682:0001:000000,15,female,False,12837.327258425392,"walk,pt",education,pt,26033.247165036948,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_831,27:518:99999:802794:1352:000000,27:518:99999:802794:1357:000000,38,female,True,10954.999573775785,"walk,pt,taxi,auto_rickshaw",work,auto_rickshaw,32002.36158560682,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_832,27:517:04166:552482:0000:000000,27:518:99999:802794:1769:000000,35,female,True,14670.063011195074,"walk,pt,taxi,auto_rickshaw",work,pt,34900.941876957266,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_833,27:518:99999:802794:1256:000000,27:518:99999:802794:1045:000000,35,female,False,35456.96319136543,"walk,pt,taxi,auto_rickshaw",other,taxi,36410.433243358435,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_834,27:519:99999:802794:0101:000000,27:519:99999:802794:0104:000000,14,male,False,99625.67335538792,"walk,pt",education,walk,28811.973063241363,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_835,27:517:04163:552277:0000:000000,27:517:04159:551793:0000:000000,18,female,True,10666.708144017917,"walk,pt,bike,taxi,auto_rickshaw",work,taxi,34662.57965803818,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_836,27:520:04179:554307:0000:000000,27:520:04179:554360:0000:000000,38,female,True,28433.341657458066,"walk,pt,bike,taxi,auto_rickshaw",work,taxi,31741.887606503165,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_837,27:519:99999:802794:0524:000000,27:519:99999:802794:0103:000000,59,female,True,72473.65433439428,"walk,pt,motorbike,taxi,auto_rickshaw",work,pt,33195.42998820194,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_838,27:518:99999:802794:1978:000000,27:518:99999:802794:1144:000000,13,male,False,21395.220221372176,"walk,pt",education,walk,26838.03614161064,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_839,27:518:99999:802794:1975:000000,27:518:99999:802794:2079:000000,13,male,False,16010.653243813247,"walk,pt",education,walk,25821.66648462435,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_840,27:518:99999:802794:2486:000000,27:518:99999:802794:2080:000000,48,female,False,40098.578444130166,"walk,pt,taxi,auto_rickshaw",other,auto_rickshaw,38420.27694759926,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_841,27:517:04163:552351:0000:000000,27:517:04163:552343:0000:000000,13,male,False,9565.606130552093,"walk,pt",education,pt,28648.753925044304,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_842,27:518:99999:802794:1048:000000,27:518:99999:802794:1975:000000,31,female,True,45418.54099613145,"walk,pt,taxi,auto_rickshaw",work,walk,33667.040194673675,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_843,27:520:04173:553432:0000:000000,27:519:99999:802794:0523:000000,31,male,True,84989.17981694426,"walk,pt,car,taxi,ride,auto_rickshaw",work,pt,33013.40579916023,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_844,27:518:99999:802794:1144:000000,27:519:99999:802794:0933:000000,12,female,False,49050.65013124863,"walk,pt",education,pt,31499.414250662874,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_845,27:520:04173:553463:0000:000000,27:520:04175:553730:0000:000000,55,female,False,51986.62299840096,"walk,pt,taxi,auto_rickshaw",other,pt,39723.077532837124,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_846,27:519:99999:802794:0732:000000,27:518:99999:802794:2080:000000,56,female,True,38138.56756745953,"walk,pt,taxi,auto_rickshaw",work,pt,34342.70715746551,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_847,27:519:99999:802794:0628:000000,27:518:99999:802794:2385:000000,28,male,True,63184.48599356909,"walk,pt,bike,taxi,auto_rickshaw",work,auto_rickshaw,35084.336691612916,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_848,27:519:99999:802794:0526:000000,27:519:99999:802794:0208:000000,38,male,False,10484.85250348805,"walk,pt,motorbike,taxi,auto_rickshaw",other,auto_rickshaw,40254.95595097067,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_849,27:518:99999:802794:1977:000000,27:518:99999:802794:2283:000000,26,male,False,117873.42677434164,"walk,pt,taxi,auto_rickshaw",other,taxi,41732.75113948851,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_850,27:520:04180:554513:0000:000000,27:520:04180:554526:0000:000000,19,male,True,23449.417521662843,"walk,pt,taxi,auto_rickshaw",work,pt,31795.312436249504,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_851,27:518:99999:802794:1143:000000,27:519:99999:802794:0934:000000,56,female,True,17390.40942105493,"walk,pt,taxi,auto_rickshaw",work,auto_rickshaw,32273.81788747693,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_852,27:520:04175:553781:0000:000000,27:518:99999:802794:2283:000000,30,male,True,21443.12048739226,"walk,pt,taxi,auto_rickshaw",work,taxi,31849.05516896183,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_853,27:518:99999:802794:1978:000000,27:518:99999:802794:1255:000000,18,female,True,41054.63877991955,"walk,pt,taxi,auto_rickshaw",work,taxi,32472.131625971495,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_854,27:517:04171:553144:0000:000000,27:517:04171:553212:0000:000000,17,female,False,6467.5357974091885,"walk,pt",education,walk,28440.0197029514,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_855,27:519:99999:802794:0522:000000,27:519:99999:802794:0522:000000,6,male,False,59527.10648518684,"walk,pt,ride",education,walk,30384.45245974956,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_856,27:518:99999:802794:1978:000000,27:518:99999:802794:1978:000000,34,female,False,15932.471286466987,"walk,pt,taxi,auto_rickshaw",other,pt,41549.860093910545,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_857,27:519:99999:802794:0732:000000,27:518:99999:802794:1048:000000,19,female,True,24375.356209676214,"walk,pt,bike,taxi,auto_rickshaw",work,taxi,29707.044195650957,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_858,27:519:99999:802794:0933:000000,27:518:99999:802794:1048:000000,36,male,True,17017.237107267236,"walk,pt,taxi,auto_rickshaw",work,taxi,32232.69772661987,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_859,27:518:99999:802794:1048:000000,27:518:99999:802794:1045:000000,13,male,False,10520.964223870278,"walk,pt,bike",education,walk,31566.042524964927,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_860,27:518:99999:802794:1769:000000,27:518:99999:802794:1769:000000,20,male,False,34953.801150080646,"walk,pt,taxi,auto_rickshaw",other,taxi,42916.79508450185,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_861,27:518:99999:802794:1048:000000,27:518:99999:802794:1978:000000,6,female,False,44565.55357078695,"walk,pt",education,pt,31445.452721885475,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_862,27:518:99999:802794:1874:000000,27:518:99999:802794:1874:000000,1,female,False,12931.101789566008,"walk,pt",home_only,,0,0,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_863,27:517:04163:552185:0000:000000,27:517:04158:551725:0000:000000,82,female,False,36409.94940096677,"walk,pt,taxi,auto_rickshaw",other,walk,37379.45995078043,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_864,27:519:99999:802794:0838:000000,27:519:99999:802794:0838:000000,4,male,False,30093.49548289338,"walk,pt",home_only,,0,0,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_865,27:518:99999:802794:1255:000000,27:518:99999:802794:1460:000000,36,female,True,36309.38989005456,"walk,pt,taxi,auto_rickshaw",work,walk,29260.2881197201,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_866,27:518:99999:802794:1769:000000,27:518:99999:802794:1667:000000,63,female,True,13737.113077187378,"walk,pt,taxi,auto_rickshaw",work,walk,31966.709574147124,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_867,27:518:99999:802794:1563:000000,27:518:99999:802794:1564:000000,21,female,True,31912.468786030822,"walk,pt,taxi,auto_rickshaw",work,taxi,33844.34746277379,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_868,27:518:99999:802794:1353:000000,27:518:99999:802794:1357:000000,56,male,False,32725.97290735565,"walk,pt,taxi,auto_rickshaw",other,taxi,39977.6800693616,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_869,27:518:99999:802794:1255:000000,27:518:99999:802794:1255:000000,5,female,False,35718.717987451,"walk,pt",home_only,,0,0,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_870,27:519:99999:802794:0836:000000,27:518:99999:802794:1147:000000,55,male,False,97604.29377630496,"walk,pt,bike,taxi,auto_rickshaw",other,bike,38207.40780295571,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_871,27:518:99999:802794:1352:000000,27:518:99999:802794:1977:000000,19,male,True,28537.491053501097,"walk,pt,motorbike,taxi,auto_rickshaw",work,pt,29941.66206535362,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_872,27:518:99999:802794:1873:000000,27:518:99999:802794:1459:000000,43,female,True,38175.78503773619,"walk,pt,taxi,auto_rickshaw",work,pt,33448.48888986861,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_873,27:518:99999:802794:1048:000000,27:519:99999:802794:0933:000000,22,male,False,29263.320184712487,"walk,pt,taxi,auto_rickshaw",other,walk,38959.72669115503,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_874,27:518:99999:802794:1564:000000,27:518:99999:802794:1667:000000,33,male,False,140269.05711066298,"walk,pt,car,taxi,ride,auto_rickshaw",other,pt,36477.97981887389,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_875,27:520:04175:553723:0000:000000,27:520:04175:553722:0000:000000,34,female,False,30374.655143368705,"walk,pt,taxi,auto_rickshaw",other,auto_rickshaw,42275.5909063905,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_876,27:520:04185:555031:0000:000000,27:520:04185:555029:0000:000000,39,female,True,33490.765468268386,"walk,pt,taxi,auto_rickshaw",work,taxi,32298.18522792976,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_877,27:518:99999:802794:2080:000000,27:518:99999:802794:1048:000000,21,female,True,32486.61701145237,"walk,pt,taxi,auto_rickshaw",work,auto_rickshaw,35689.49107550996,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_878,27:517:04160:551889:0000:000000,27:517:04160:551907:0000:000000,36,female,False,11623.082805267419,"walk,pt,bike,taxi,auto_rickshaw",other,walk,41028.73532924932,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_879,27:518:99999:802794:1564:000000,27:519:99999:802794:0522:000000,41,male,True,15822.300567374676,"walk,pt,taxi,auto_rickshaw",work,taxi,34025.90405811452,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_880,27:518:99999:802794:1773:000000,27:518:99999:802794:2385:000000,23,male,False,75271.40922694695,"walk,pt,taxi,auto_rickshaw",other,pt,42588.45709822555,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_881,27:520:04185:555033:0000:000000,27:520:04185:555033:0000:000000,5,male,False,28633.95654447444,"walk,pt",home_only,,0,0,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_882,27:519:99999:802794:0206:000000,27:519:99999:802794:0312:000000,50,female,False,46290.442398661675,"walk,pt,taxi,auto_rickshaw",other,walk,38647.481759264956,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_883,27:518:99999:802794:2281:000000,27:518:99999:802794:1978:000000,19,female,True,34081.15053999378,"walk,pt,bike,taxi,auto_rickshaw",work,pt,33735.23303873161,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_884,27:518:99999:802794:1874:000000,27:518:99999:802794:1874:000000,17,female,False,16063.358387630133,"walk,pt",education,pt,27633.890710215826,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_885,27:519:99999:802794:0101:000000,27:519:99999:802794:0101:000000,26,female,False,10030.011010958679,"walk,pt,taxi,auto_rickshaw",other,auto_rickshaw,38320.7220057662,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_886,27:519:99999:802794:0207:000000,27:519:99999:802794:0526:000000,56,female,False,38369.68618216421,"walk,pt,taxi,auto_rickshaw",other,auto_rickshaw,40079.766162019005,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_887,27:520:04175:553703:0000:000000,27:520:04175:553703:0000:000000,7,male,False,21569.784943298,"walk,pt",education,pt,31511.49023972744,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_888,27:517:04161:551999:0000:000000,27:517:04161:551958:0000:000000,39,female,True,10896.797137101239,"walk,pt,taxi,auto_rickshaw",work,walk,31453.287701443263,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_889,27:520:04183:554803:0000:000000,27:520:04183:554810:0000:000000,24,male,False,76711.3376849238,"walk,pt,bike,taxi,auto_rickshaw",other,bike,40202.20880905537,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_890,27:517:04168:553006:0001:000000,27:518:99999:802794:2080:000000,21,female,True,28627.624772391326,"walk,pt,car,taxi,ride,auto_rickshaw",work,car,34656.24412025671,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_891,27:518:99999:802794:1255:000000,27:518:99999:802794:1353:000000,25,male,True,47116.28108108177,"walk,pt,taxi,auto_rickshaw",work,pt,29776.077921999706,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_892,27:518:99999:802794:2284:000000,27:518:99999:802794:2385:000000,18,female,True,38636.48908486347,"walk,pt,taxi,auto_rickshaw",work,taxi,31767.70135068663,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_893,27:518:99999:802794:1352:000000,27:518:99999:802794:1255:000000,37,female,False,15869.231732644152,"walk,pt,taxi,auto_rickshaw",other,auto_rickshaw,40396.31537005382,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_894,27:519:99999:802794:0311:000000,27:518:99999:802794:1978:000000,36,female,True,13814.90486791836,"walk,pt,taxi,auto_rickshaw",work,auto_rickshaw,29327.444031330786,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_895,27:518:99999:802794:1769:000000,27:518:99999:802794:1772:000000,39,female,True,28862.247398848733,"walk,pt,motorbike,taxi,auto_rickshaw",work,motorbike,33267.2327407675,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_896,27:519:99999:802794:0629:000000,27:518:99999:802794:1255:000000,33,female,False,58372.453315737774,"walk,pt,taxi,auto_rickshaw",other,taxi,37209.289029710686,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_897,27:519:99999:802794:0526:000000,27:519:99999:802794:0527:000000,33,male,True,35434.106912221236,"walk,pt,taxi,auto_rickshaw",work,walk,30550.583146106568,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_898,27:518:99999:802794:2385:000000,27:518:99999:802794:1256:000000,38,male,True,10744.535302014037,"walk,pt,taxi,auto_rickshaw",work,auto_rickshaw,30701.426723036326,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_899,27:518:99999:802794:2282:000000,27:518:99999:802794:2281:000000,41,male,True,11880.97891356616,"walk,pt,taxi,auto_rickshaw",work,pt,32931.96883180535,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_900,27:520:04173:553509:0000:000000,27:520:04175:553817:0001:000000,18,male,False,50942.26587242794,"walk,pt,taxi,auto_rickshaw",other,auto_rickshaw,36884.24565311257,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_901,27:517:04163:552224:0000:000000,27:517:04158:551742:0000:000000,20,male,True,11821.857013662999,"walk,pt,taxi,auto_rickshaw",work,walk,34159.02555918222,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_902,27:518:99999:802794:1978:000000,27:518:99999:802794:1978:000000,59,male,False,41132.60312094177,"walk,pt,taxi,auto_rickshaw",other,walk,42387.21591471185,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_903,27:518:99999:802794:1256:000000,27:518:99999:802794:1256:000000,4,female,False,35932.79181992892,"walk,pt",home_only,,0,0,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_904,27:518:99999:802794:2080:000000,27:518:99999:802794:1769:000000,46,male,True,100159.40945611647,"walk,pt,taxi,auto_rickshaw",work,auto_rickshaw,31032.57171742277,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_905,27:520:04185:555095:0000:000000,27:520:04181:554717:0000:000000,45,female,False,26518.455254476852,"walk,pt,taxi,auto_rickshaw",other,walk,38783.28839897046,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_906,27:518:99999:802794:2080:000000,27:518:99999:802794:1147:000000,24,male,True,30204.99466490097,"walk,pt,taxi,auto_rickshaw",work,taxi,31590.654052708276,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_907,27:519:99999:802794:0421:000000,27:518:99999:802794:1255:000000,50,male,True,65650.8769140986,"walk,pt,taxi,auto_rickshaw",work,auto_rickshaw,31548.98808903245,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_908,27:518:99999:802794:2080:000000,27:518:99999:802794:1353:000000,45,male,True,30393.67584704888,"walk,pt,motorbike,taxi,auto_rickshaw",work,taxi,34032.69921841704,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_909,27:518:99999:802794:1978:000000,27:518:99999:802794:1773:000000,22,male,True,15524.703904420008,"walk,pt,taxi,auto_rickshaw",work,walk,30192.0725166324,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_910,27:517:04166:552639:0000:000000,27:517:04166:552568:0000:000000,56,male,False,12035.571661060956,"walk,pt,taxi,auto_rickshaw",other,walk,38925.18811613373,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_911,27:519:99999:802794:0731:000000,27:518:99999:802794:1143:000000,39,female,True,30256.368135490367,"walk,pt,taxi,auto_rickshaw",work,taxi,30214.06840639778,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_912,27:518:99999:802794:1668:000000,27:518:99999:802794:1565:000000,46,female,True,19348.23605305602,"walk,pt,taxi,auto_rickshaw",work,auto_rickshaw,30645.969583485476,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_913,27:519:99999:802794:0629:000000,27:519:99999:802794:0933:000000,68,male,False,17150.01586845581,"walk,pt,taxi,auto_rickshaw",other,taxi,41464.526312373244,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_914,27:519:99999:802794:0933:000000,27:518:99999:802794:1460:000000,56,male,True,31853.009809145035,"walk,pt,taxi,auto_rickshaw",work,taxi,35654.370027534016,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_915,27:519:99999:802794:0417:000000,27:519:99999:802794:0933:000000,36,male,False,112762.66206222586,"walk,pt,taxi,auto_rickshaw",other,pt,41158.33638338082,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_916,27:519:99999:802794:0837:000000,27:519:99999:802794:0933:000000,35,female,True,16970.576403816623,"walk,pt,car,motorbike,taxi,ride,auto_rickshaw",work,ride,30643.025716901913,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_917,27:517:04160:551916:0000:000000,27:517:04158:551580:0000:000000,28,male,True,28937.52264711444,"walk,pt,taxi,auto_rickshaw",work,taxi,33443.13437635622,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_918,27:518:99999:802794:1143:000000,27:518:99999:802794:1978:000000,16,female,False,67869.26191169045,"walk,pt",education,pt,31458.372830125303,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_919,27:517:04166:552539:0000:000000,27:517:04166:552539:0000:000000,2,female,False,60959.00654716501,"walk,pt",home_only,,0,0,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_920,27:519:99999:802794:0836:000000,27:518:99999:802794:2385:000000,61,female,False,35058.598753250706,"walk,pt,motorbike,taxi,auto_rickshaw",other,walk,36315.237723144746,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_921,27:518:99999:802794:2385:000000,27:518:99999:802794:1978:000000,20,male,True,20344.903997397378,"walk,pt,taxi,auto_rickshaw",work,auto_rickshaw,31005.370449293267,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_922,27:518:99999:802794:2080:000000,27:518:99999:802794:2080:000000,28,female,False,120515.86188846541,"walk,pt,taxi,auto_rickshaw",other,taxi,38937.290390672766,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_923,27:518:99999:802794:1563:000000,27:518:99999:802794:1563:000000,5,male,False,97639.78271836837,"walk,pt",home_only,,0,0,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_924,27:520:04173:553479:0000:000000,27:519:99999:802794:0838:000000,44,male,True,48383.08384908988,"walk,pt,taxi,auto_rickshaw",work,walk,30160.347415485885,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_925,27:517:04158:551725:0000:000000,27:517:04158:551594:0000:000000,15,female,False,40945.46859924605,"walk,pt",education,walk,26088.589475199555,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_926,27:519:99999:802794:0933:000000,27:518:99999:802794:1977:000000,30,female,False,25433.072064524124,"walk,pt,car,taxi,ride,auto_rickshaw",other,auto_rickshaw,41038.43018485662,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_927,27:519:99999:802794:0835:000000,27:518:99999:802794:1043:000000,53,male,False,25387.097146328975,"walk,pt,taxi,auto_rickshaw",other,auto_rickshaw,40070.267340275255,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_928,27:518:99999:802794:1565:000000,27:518:99999:802794:1565:000000,6,female,False,25244.123269525386,"walk,pt",education,pt,31023.696105813473,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_929,27:518:99999:802794:1352:000000,27:518:99999:802794:1978:000000,14,female,False,32861.052146336675,"walk,pt",education,walk,29990.488743687398,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_930,27:517:04158:551739:0000:000000,27:517:04158:551739:0000:000000,10,female,False,26610.034064727806,"walk,pt",education,pt,32139.322668770226,21600,synthetic_from_historical_marginals_and_provisional_assumptions
