person_id,tour_index,purpose,location_id,destination_geography_id,x_m,y_m,duration_s,initial_mode,source,destination_source
baseline_779,0,education,osm_way_1488489945,27:520:04174:553619:0000:000000,327180.83634927036,2096744.4560507215,21600,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_780,0,education,osm_node_1199843269,27:517:04168:552980:0000:000000,299947.00423312257,2125116.893627852,21600,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_782,0,work,osm_node_12912853136,27:518:99999:802794:1045:000000,272004.6075744224,2108797.588064793,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_785,0,shopping,osm_node_13686473775,,275401.173333941,2133539.4947868716,4380,car,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_786,0,work,osm_node_9863208552,27:519:99999:802794:0732:000000,275359.54936978046,2104694.956361555,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_786,1,social,census_27:519:99999:802794:0629:000000,27:519:99999:802794:0629:000000,273822.5477597409,2101606.550630742,3390,auto_rickshaw,synthetic_provisional_activity,historical_population_location_proxy
baseline_787,0,education,osm_way_978824053,27:519:99999:802794:0102:000000,271543.02824650984,2093723.0514374338,21600,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_788,0,work,osm_node_3125292401,27:518:99999:802794:2180:000000,278721.8125931652,2105252.2478297455,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_788,1,shopping,osm_node_13388545461,27:519:99999:802794:0731:000000,273523.66090524686,2104179.593521318,1425,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_788,2,leisure,osm_way_42448433,27:519:99999:802794:0838:000000,269929.1248306123,2100152.3519711094,5670,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_789,0,work,osm_node_12770207387,27:519:99999:802794:0732:000000,274384.03527358896,2105244.660959897,28800,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_789,1,social,census_27:518:99999:802794:1977:000000,27:518:99999:802794:1977:000000,276833.6403977731,2108716.4352670684,3390,auto_rickshaw,synthetic_provisional_activity,historical_population_location_proxy
baseline_789,2,shopping,osm_node_12843624789,27:518:99999:802794:1048:000000,273347.19911143655,2111101.717219677,4380,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_790,0,work,osm_node_12351017973,27:518:99999:802794:1045:000000,272142.3853694648,2108459.672059712,28800,bike,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_790,1,social,osm_node_12408794373,27:518:99999:802794:1048:000000,274082.9172251491,2111164.5252796216,3450,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_791,0,education,osm_way_354602301,27:518:99999:802794:2384:000000,283201.97419443366,2115224.7164817033,21600,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_792,0,social,osm_way_723546412,27:518:99999:802794:2385:000000,281390.5696168911,2116868.652033899,3450,taxi,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_793,0,work,osm_node_8414361222,,287087.21939045744,2122835.922049206,28800,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_793,1,social,census_27:518:99999:802794:1978:000000,27:518:99999:802794:1978:000000,278238.9955045299,2113444.001519714,3390,pt,synthetic_provisional_activity,historical_population_location_proxy
baseline_794,0,leisure,osm_node_4678083190,27:519:99999:802794:0103:000000,270828.83657851163,2094859.2264390185,5670,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_795,0,leisure,osm_way_922843140,27:518:99999:802794:1145:000000,273792.43842114735,2108543.7534637204,5460,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_796,0,work,osm_node_4326441991,27:518:99999:802794:1978:000000,277804.4204468913,2113392.197407187,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_796,1,shopping,osm_node_7011669885,27:518:99999:802794:1045:000000,272445.976975378,2108736.256336039,4380,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_796,2,social,osm_way_1387934950,27:519:99999:802794:0315:000000,270795.067283698,2096614.4235774782,3390,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_797,0,work,osm_node_12353886190,27:518:99999:802794:1144:000000,272296.7487653445,2108823.047318945,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_797,1,shopping,osm_node_9139914831,27:518:99999:802794:1351:000000,271338.89751353237,2113093.75282452,4380,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_798,0,work,osm_way_307396453,27:517:04157:551561:0000:000000,275044.9206254771,2223409.9448673017,28800,auto_rickshaw,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_799,0,social,osm_way_725782282,27:519:99999:802794:0525:000000,271621.6967955417,2098222.8453283655,3450,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_802,0,work,osm_way_1535484027,27:518:99999:802794:1459:000000,277700.194523657,2120133.7425066307,28800,taxi,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_802,1,shopping,osm_node_6801919193,27:518:99999:802794:2284:000000,281151.3968243333,2116001.976286283,4380,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_803,0,work,osm_node_7064918044,27:518:99999:802794:1770:000000,273374.1268683568,2128266.4373906446,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_804,0,work,osm_node_9574735835,27:519:99999:802794:0105:000000,271863.30257465626,2095316.4687883845,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_804,1,shopping,osm_node_11783561387,27:518:99999:802794:1769:000000,274209.9444637073,2127511.074125626,4380,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_804,2,social,osm_way_359271353,27:518:99999:802794:1769:000000,274122.7046989213,2125937.030390718,3390,taxi,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_805,0,work,osm_node_4585332789,,287364.30430966,2127465.225216983,28800,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_806,0,work,osm_node_8478892786,27:518:99999:802794:1249:000000,274003.70879186527,2114060.8228171016,28800,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_807,0,education,osm_node_3205780114,27:519:99999:802794:0933:000000,274255.9208339249,2106325.1406203033,21600,bike,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_808,0,leisure,osm_way_604590184,27:520:04173:553514:0001:000000,299834.9522646292,2104735.669984954,4560,auto_rickshaw,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_811,0,work,census_27:518:99999:802794:1564:000000,27:518:99999:802794:1564:000000,276938.4970466739,2122067.1170825586,28800,ride,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_814,0,work,osm_node_13094995273,27:518:99999:802794:1144:000000,272370.8678740973,2109524.291621887,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_814,1,social,census_27:519:99999:802794:0933:000000,27:519:99999:802794:0933:000000,273717.8667933935,2106506.3754788395,3450,walk,synthetic_provisional_activity,historical_population_location_proxy
baseline_815,0,social,osm_way_1247686781,,337365.8486323311,1989438.9255862613,3930,auto_rickshaw,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_816,0,leisure,osm_node_11716428215,27:518:99999:802794:2180:000000,281008.85812017176,2106369.102598657,5460,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_817,0,leisure,osm_node_691519675,27:519:99999:802794:0421:000000,269614.7027737559,2099729.3667578287,5460,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_817,1,shopping,census_27:519:99999:802794:0933:000000,27:519:99999:802794:0933:000000,273717.8667933935,2106506.3754788395,4380,auto_rickshaw,synthetic_provisional_activity,historical_population_location_proxy
baseline_818,0,social,osm_node_1416484982,27:518:99999:802794:1667:000000,271210.5257538706,2125564.4389687837,3450,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_820,0,work,osm_way_353351845,27:519:99999:802794:0103:000000,271026.88494303083,2094092.1209540237,28800,taxi,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_821,0,work,osm_node_12290034707,27:518:99999:802794:1357:000000,273471.93490015226,2118308.328289694,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_821,1,shopping,osm_node_6795540698,27:518:99999:802794:2284:000000,279837.7560578773,2114912.5497144847,1425,motorbike,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_822,0,education,osm_way_151402734,27:518:99999:802794:1143:000000,271729.89620686765,2110527.8650570037,21600,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_823,0,social,osm_node_13975029379,,287568.01812639844,2122860.8999136486,3390,bike,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_824,0,social,census_27:518:99999:802794:1459:000000,27:518:99999:802794:1459:000000,276512.54909800936,2119466.341643394,3450,auto_rickshaw,synthetic_provisional_activity,historical_population_location_proxy
baseline_825,0,work,osm_node_12531357692,27:519:99999:802794:0731:000000,273648.70345948194,2104728.949230442,28800,car,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_827,0,education,osm_way_396548946,27:520:04173:553466:0000:000000,306422.6529432968,2097060.8330731126,21600,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_828,0,social,osm_way_427979098,27:518:99999:802794:1771:000000,269377.8919728225,2127602.5174219655,3450,taxi,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_829,0,work,osm_node_5878271292,27:518:99999:802794:2284:000000,281003.63320547296,2116011.209417411,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_830,0,education,census_27:517:04166:552682:0001:000000,27:517:04166:552682:0001:000000,293857.4022288086,2134668.608412574,21600,pt,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_831,0,work,osm_way_355017965,27:518:99999:802794:2385:000000,280966.8873006236,2117022.369678801,28800,auto_rickshaw,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_831,1,shopping,census_27:518:99999:802794:1145:000000,27:518:99999:802794:1145:000000,274300.8545099194,2109009.1850550855,4380,auto_rickshaw,synthetic_provisional_activity,historical_population_location_proxy
baseline_831,2,leisure,osm_node_7160285160,27:518:99999:802794:1353:000000,269953.8895929591,2116992.740553318,5460,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_832,0,work,osm_node_6796939980,27:518:99999:802794:2284:000000,280336.5944527148,2115348.538120253,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_832,1,shopping,osm_node_9874043018,27:517:04166:552626:0000:000000,304887.54287413706,2139453.057368218,4320,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_834,0,education,osm_node_9652365665,27:519:99999:802794:0101:000000,269370.8216860178,2090661.0677387312,21600,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_835,0,work,osm_node_12456309405,,269509.7226967178,2154159.7089009266,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_836,0,work,osm_node_13514257447,27:519:99999:802794:0103:000000,271761.4879664349,2094745.8490811489,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_837,0,work,osm_way_898024674,,286841.924644336,2125246.374041803,28800,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_837,1,shopping,osm_node_14051542713,27:519:99999:802794:0207:000000,271912.6866312217,2096570.1630159162,4380,motorbike,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_838,0,education,osm_way_427200309,27:518:99999:802794:2179:000000,277993.1112773157,2109206.788249056,21600,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_839,0,education,osm_node_245668712,27:518:99999:802794:1147:000000,272570.78019292565,2111475.475690345,21600,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_840,0,social,osm_node_11955767404,27:518:99999:802794:2487:000000,282449.792304982,2120654.4891807935,3390,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_840,1,shopping,census_27:518:99999:802794:2284:000000,27:518:99999:802794:2284:000000,280869.99131930916,2114534.273367551,4380,pt,synthetic_provisional_activity,historical_population_location_proxy
baseline_841,0,education,osm_way_1229206119,27:517:04163:552239:0000:000000,274597.6419864717,2189236.905654231,21600,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_842,0,work,osm_way_1008059712,27:518:99999:802794:1352:000000,271790.4865583031,2118529.654507136,28800,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_842,1,social,osm_way_357112850,27:519:99999:802794:0732:000000,274928.6452175282,2106805.539649899,3390,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_843,0,work,osm_node_2370231813,27:518:99999:802794:1353:000000,270561.27554263256,2116576.9526191247,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_843,1,leisure,osm_way_946927778,27:520:04173:553464:0000:000000,304976.08807265863,2096532.3581827185,5160,ride,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_843,2,social,census_27:520:04173:553514:0001:000000,27:520:04173:553514:0001:000000,300810.67795636546,2105119.102040299,3930,taxi,synthetic_provisional_activity,historical_population_location_proxy
baseline_844,0,education,osm_node_10878535991,27:518:99999:802794:1147:000000,272511.3774692934,2110977.545211261,21600,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_845,0,shopping,osm_node_5228028413,,302082.40958505333,2100475.1892080638,4320,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_846,0,work,osm_node_7067113546,27:519:99999:802794:0731:000000,274278.58714311384,2105088.163380039,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_846,1,shopping,osm_node_12192784736,27:518:99999:802794:1141:000000,271428.5736391343,2109392.4936281587,4380,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_846,2,leisure,osm_way_813507042,27:518:99999:802794:1256:000000,274786.8588917359,2116550.142533629,5460,auto_rickshaw,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_847,0,work,osm_node_12843595066,,284609.3719261564,2120692.336305238,28800,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_850,0,work,osm_node_10246158976,,367037.7557530829,2045998.952265685,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_851,0,work,osm_node_12805979971,27:518:99999:802794:1146:000000,272121.0962717343,2110933.8222793667,28800,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_851,1,shopping,osm_node_12923020652,27:518:99999:802794:1144:000000,271597.1285424656,2108968.3758956906,4380,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_852,0,work,census_27:518:99999:802794:2283:000000,27:518:99999:802794:2283:000000,279821.3215156251,2112536.842349015,28800,taxi,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_852,1,leisure,osm_node_9790892403,,325504.4222862686,2078135.3192299858,5160,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_853,0,work,census_27:518:99999:802794:1255:000000,27:518:99999:802794:1255:000000,275516.70556404133,2115456.3087005336,28800,taxi,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_853,1,shopping,osm_node_5878271297,27:518:99999:802794:2284:000000,280390.8053505061,2115332.610983263,4380,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_854,0,education,osm_node_10603840841,27:517:04171:553159:0000:000000,344843.7363753378,2132931.905310501,21600,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_855,0,education,osm_node_7411177803,27:519:99999:802794:0417:000000,270359.8198989796,2098760.940807682,21600,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_856,0,shopping,osm_node_12600594521,27:518:99999:802794:1249:000000,274238.43860617373,2114245.9125586306,4380,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_857,0,work,osm_node_11449433046,27:519:99999:802794:0732:000000,275255.84241085034,2106912.951692842,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_858,0,work,osm_node_6805969285,27:518:99999:802794:1978:000000,279634.61665527633,2115256.896289983,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_858,1,leisure,census_27:519:99999:802794:0933:000000,27:519:99999:802794:0933:000000,273717.8667933935,2106506.3754788395,5670,auto_rickshaw,synthetic_provisional_activity,historical_population_location_proxy
baseline_859,0,education,osm_node_1541880069,27:518:99999:802794:1249:000000,273916.9179004611,2113778.3380906065,21600,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_860,0,leisure,osm_node_6051047867,,269773.47772025,2139817.8846140946,5670,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_860,1,social,osm_way_196510718,27:518:99999:802794:1353:000000,270016.00031107763,2117549.0460448875,3450,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_861,0,education,osm_way_354237376,27:518:99999:802794:1146:000000,271999.4157378614,2111733.8888746304,21600,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_863,0,shopping,osm_node_7558300986,27:517:04163:552266:0000:000000,268427.4983139632,2171318.2807449023,4320,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_865,0,work,census_27:518:99999:802794:1460:000000,27:518:99999:802794:1460:000000,272083.9891974064,2120109.129958732,28800,walk,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_865,1,shopping,osm_node_11383288433,27:518:99999:802794:1256:000000,274442.76401731547,2116764.9972317168,4380,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_866,0,work,census_27:518:99999:802794:1667:000000,27:518:99999:802794:1667:000000,271948.5827267985,2125269.1554283737,28800,walk,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_866,1,shopping,osm_node_12772052324,,275440.5064797022,2135427.621247824,4380,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_866,2,leisure,census_27:518:99999:802794:1352:000000,27:518:99999:802794:1352:000000,272150.07762723265,2116930.251067398,5460,walk,synthetic_provisional_activity,historical_population_location_proxy
baseline_867,0,work,osm_node_2069325852,27:518:99999:802794:1353:000000,270265.54815176385,2117602.409737053,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_867,1,shopping,osm_way_125059117,27:518:99999:802794:1769:000000,273870.4284469065,2125828.459531011,4380,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_870,0,shopping,osm_node_4014542565,27:518:99999:802794:1141:000000,271587.82761156105,2108901.699651695,1425,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_871,0,work,osm_node_3213884633,27:518:99999:802794:2080:000000,281414.32849171513,2109350.9157570363,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_871,1,shopping,osm_node_12486490073,27:518:99999:802794:1352:000000,271307.493330435,2117875.9788789167,1425,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_872,0,work,census_27:518:99999:802794:1459:000000,27:518:99999:802794:1459:000000,276512.54909800936,2119466.341643394,28800,pt,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_872,1,social,census_27:518:99999:802794:1873:000000,27:518:99999:802794:1873:000000,275838.3004994142,2126921.873707683,3390,pt,synthetic_provisional_activity,historical_population_location_proxy
baseline_873,0,social,osm_node_3217102511,27:518:99999:802794:2079:000000,279590.10855005786,2109091.017587651,3450,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_874,0,leisure,osm_way_960135873,27:518:99999:802794:1143:000000,272741.50808490696,2110518.1064676917,5670,car,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_876,0,work,osm_way_289375517,,371060.4803617018,2048079.7306720412,28800,taxi,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_876,1,social,osm_node_13649032727,27:520:04185:554969:0000:000000,341018.65492041677,2018887.1713429259,3420,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_877,0,work,osm_node_3289580677,27:518:99999:802794:1975:000000,276995.9767212024,2110011.207305172,28800,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_877,1,shopping,osm_node_3221369208,27:518:99999:802794:2080:000000,281117.96676853765,2109388.819644225,4380,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_878,0,shopping,osm_node_9556128439,27:517:04160:551935:0000:000000,310951.45233923953,2195577.697710103,4320,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_879,0,work,osm_node_11064884075,27:518:99999:802794:1458:000000,274329.96222277184,2119074.0323449783,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_882,0,shopping,osm_node_13514218211,27:519:99999:802794:0103:000000,272031.73909242946,2094822.57688585,4380,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_883,0,work,osm_node_13064131464,27:518:99999:802794:1140:000000,271241.04388937564,2108294.585069179,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_884,0,education,osm_way_1000202105,,275600.47819079837,2134902.1278564027,21600,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_885,0,shopping,osm_node_4362564704,27:519:99999:802794:0103:000000,270403.21039011003,2094002.465219536,4380,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_886,0,social,osm_way_1484920372,27:519:99999:802794:0315:000000,271342.9407823661,2097020.6980431955,3390,auto_rickshaw,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_886,1,shopping,osm_node_14051486958,27:519:99999:802794:0207:000000,271928.4223424708,2096495.1406474882,4380,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_887,0,education,osm_way_658282428,,307951.1184090188,2089941.0401578688,21600,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_888,0,work,osm_node_7048777739,,271797.2676399456,2144287.156292285,28800,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_890,0,work,osm_node_653124906,,314479.74996263825,2120200.3157612025,28800,car,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_890,1,leisure,osm_node_13110314176,,315558.9922103852,2118528.4743303834,5460,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_891,0,work,osm_node_12495395201,27:519:99999:802794:0835:000000,271244.03932776756,2103626.708537814,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_891,1,social,census_27:518:99999:802794:1255:000000,27:518:99999:802794:1255:000000,275516.70556404133,2115456.3087005336,3450,walk,synthetic_provisional_activity,historical_population_location_proxy
baseline_892,0,work,osm_node_13866612817,,289496.4338432342,2109950.54715079,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_893,0,shopping,osm_node_12308967226,27:518:99999:802794:1460:000000,273686.16203055414,2118685.2740442506,4380,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_894,0,work,osm_node_10608367508,27:518:99999:802794:1144:000000,272091.48126892466,2108939.99641144,28800,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_894,1,shopping,census_27:519:99999:802794:0417:000000,27:519:99999:802794:0417:000000,270558.234578319,2098398.9970119884,4380,walk,synthetic_provisional_activity,historical_population_location_proxy
baseline_895,0,work,osm_node_814384677,27:518:99999:802794:1770:000000,273113.62180717685,2127820.406969591,28800,motorbike,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_895,1,shopping,osm_node_13589435519,27:518:99999:802794:1352:000000,271113.18473834783,2118213.8769482207,4380,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_896,0,leisure,osm_way_961376696,27:519:99999:802794:0732:000000,275312.893700961,2104772.46066997,5460,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_897,0,work,osm_way_979362799,27:519:99999:802794:0418:000000,270349.09032915765,2097024.7689051218,28800,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_897,1,leisure,osm_node_11430420743,27:519:99999:802794:0934:000000,272303.2075826139,2105191.221922077,5670,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_898,0,work,osm_node_3924912492,27:518:99999:802794:1352:000000,271308.0104726767,2116580.5805632644,28800,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_899,0,work,osm_node_7664032241,27:519:99999:802794:0933:000000,274231.82032923773,2106667.490665502,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_901,0,work,osm_way_1229206119,27:517:04163:552239:0000:000000,274597.6419864717,2189236.905654231,28800,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_902,0,leisure,osm_node_5584919105,27:518:99999:802794:2385:000000,280618.4890985451,2117217.013557011,5670,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_904,0,work,osm_node_13058306156,27:518:99999:802794:1144:000000,272128.9879259623,2108813.2147221724,28800,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_904,1,social,osm_way_883646920,,287466.56652678456,2124101.585429196,3450,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_904,2,leisure,osm_way_483432028,27:518:99999:802794:2385:000000,282118.8491242942,2116826.128366271,5670,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_905,0,shopping,osm_way_596040657,,319559.16818575567,2008012.6622281948,4320,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_906,0,work,osm_node_4929295322,27:518:99999:802794:2487:000000,284859.233767633,2121547.5235090777,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_906,1,leisure,osm_node_8451877923,27:518:99999:802794:1255:000000,277267.1939653683,2115105.438498323,5670,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_906,2,social,osm_node_3213922166,27:518:99999:802794:2079:000000,279479.77648322587,2109047.183014346,3450,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_907,0,work,osm_node_7043448094,27:519:99999:802794:0420:000000,269425.31340696744,2097868.5441252664,28800,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_907,1,social,osm_way_431494579,27:519:99999:802794:0103:000000,271857.3907737028,2094697.1369099915,3450,auto_rickshaw,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_908,0,work,osm_node_7411177799,27:519:99999:802794:0417:000000,270310.89486867754,2098663.7736283876,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_909,0,work,osm_node_3235946452,27:518:99999:802794:2487:000000,284713.8892643888,2121634.263254779,28800,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_909,1,shopping,osm_node_11069678656,27:518:99999:802794:1249:000000,274537.3746115861,2112420.115633255,1425,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_910,0,social,osm_way_1516845261,27:517:04166:552652:0000:000000,299996.0128564499,2135213.1373424297,3930,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
